live.com,onedrive.live.com;explore.live.com,,1,,,,,
microsoft.com,microsoft.com,,1,,,,,
paypal.com,paypal.com,,1,,,,,
target.com,target.com,,1,,,,,
homedepot.com,homedepot.com,,1,,,,,
office.com,blogs.office.com;store.office.com;products.office.com,,1,,,,,
skype.com,skype.com,,1,,,,,
americanexpress.com,americanexpress.com,,1,,,,,
hp.com,hp.com,,1,,,,,
samsung.com,samsung.com,,1,,,,,
capitalone.com,capitalone.com,,1,,,,,
dell.com,dell.com,,1,,,,,
ikea.com,ikea.com,,1,,,,,
nydailynews.com,nydailynews.com/*,,1,,,,,
jcpenney.com,jcpenney.com,,1,,,,,
intuit.com,intuit.com,,1,,,,,
windows.com,windows.com,,1,,,,,
fidelity.com,fidelity.com,,1,,,,,
latimes.com,latimes.com,,1,,,,,
overstock.com,overstock.com,,1,,,,,
verizonwireless.com,verizonwireless.com,,1,,,,,
citi.com,citi.com,,1,,,,,
verizon.com,verizon.com,,1,,,,,
staples.com,staples.com,,1,,,,,
sfgate.com,sfgate.com,,1,,,,,
chron.com,chron.com,,1,,,,,
norton.com,norton.com,,1,,,,,
bhphotovideo.com,bhphotovideo.com,,1,,,,,
hotels.com,hotels.com,,1,,,,,
nba.com,nba.com,,1,,,,,
gap.com,eservice.gap.com,,1,,,,,
usbank.com,usbank.com,,1,,,,,
microsoftstore.com,microsoftstore.com,,1,,,,,
delta.com,delta.com,,1,,,,,
legacy.com,legacy.com,,1,,,,,
t-mobile.com,t-mobile.com,,1,,,,,
asus.com,eshop.asus.com/*,,1,,,,,
visualstudio.com,visualstudio.com,,1,,,,,
xbox.com,xbox.com,,1,,,,,
united.com,united.com,,1,,,,,
cabelas.com,cabelas.com,,1,,,,,
marriott.com,marriott.com,,1,,,,,
dickssportinggoods.com,dickssportinggoods.com,,1,,,,,
chicagotribune.com,chicagotribune.com,,1,,,,,
td.com,td.com,,1,,,,,
mayoclinic.org,mayoclinic.org,,1,,,,,
monster.com,monster.com,,1,,,,,
gettyimages.com,gettyimages.com,,1,,,,,
nature.com,nature.com,,1,,,,,
aarp.org,aarp.org,,1,,,,,
evenhotels.com,evenhotels.com,,1,,,,,
capitalone360.com,capitalone360.com,,1,,,,,
onlinecreditcenter6.com,onlinecreditcenter6.com,,1,,,,,
suntrust.com,suntrust.com,,1,,,,,
sony.com,sony.com,,1,,,,,
vrbo.com,vrbo.com,,1,,,,,
autodesk.com,autodesk.com,,1,,,,,
scholastic.com,scholastic.com,,1,,,,,
mysynchrony.com,mysynchrony.com,,1,,,,,
jetblue.com,hotels.jetblue.com,,1,,,,,
rightsourcerx.com,rightsourcerx.com,,1,,,,,
symantec.com,symantec.com,,1,,,,,
ihg.com,ihg.com,,1,,,,,
regions.com,regions.com,,1,,,,,
caranddriver.com,caranddriver.com,,1,,,,,
office365.com,office365.com,,1,,,,,
cosmopolitan.com,cosmopolitan.com,,1,,,,,
istockphoto.com,istockphoto.com,,1,,,,,
homeaway.com,homeaway.com,,1,,,,,
popularmechanics.com,popularmechanics.com,,1,,,,,
etrade.com,etrade.com,,1,,,,,
dr.dk,dr.dk,,1,,,,,
esquire.com,esquire.com,,1,,,,,
tdbank.com,tdbank.com,,1,,,,,
theglobeandmail.com,theglobeandmail.com,,1,,,,,
citibank.com,citibank.com,,1,,,,,
royalbank.com,royalbank.com,,1,,,,,
panasonic.com,panasonic.com,,1,,,,,
netsuite.com,netsuite.com,,1,,,,,
statefarm.com,statefarm.com,,1,,,,,
citibankonline.com,citibankonline.com,,1,,,,,
synchronycredit.com,synchronycredit.com,,1,,,,,
scientificamerican.com,scientificamerican.com,,1,,,,,
startribune.com,startribune.com,,1,,,,,
goodhousekeeping.com,goodhousekeeping.com,,1,,,,,
arcot.com,arcot.com,,1,,,,,
toyota.com,toyota.com,,1,,,,,
elle.com,elle.com,,1,,,,,
denverpost.com,denverpost.com,,1,,,,,
petfinder.com,petfinder.com,,1,,,,,
boulanger.com,boulanger.com/ mobile,,1,,,,,
rbcroyalbank.com,rbcroyalbank.com,,1,,,,,
seagate.com,seagate.com,,1,,,,,
oi.com.br,oi.com.br,,1,,,,,
harpersbazaar.com,harpersbazaar.com,,1,,,,,
countryliving.com,countryliving.com,,1,,,,,
worldmarket.com,worldmarket.com,,1,,,,,
digitalspy.com,digitalspy.com,,1,,,,,
banamex.com,banamex.com,,1,,,,,
staplesrewardscenter.com,staplesrewardscenter.com,,1,,,,,
dillards.com,dillards.com,,1,,,,,
oldnavy.com,eservice.oldnavy.com,,1,,,,,
super8.com,super8.com,,1,,,,,
mojang.com,account.mojang.com,,1,,,,,
flyfrontier.com,hotel.flyfrontier.com,,1,,,,,
apartments.com,apartments.com,,1,,,,,
bestproducts.com,bestproducts.com,,1,,,,,
trendmicro.com,trendmicro.com,,1,,,,,
safeway.com,safeway.com,,1,,,,,
ncaa.com,ncaa.com,,1,,,,,
modcloth.com,modcloth.com,,1,,,,,
britishairways.com,britishairways.com/*,,1,,,,,
experian.com,experian.com,,1,,,,,
nascar.com,nascar.com,,1,,,,,
easyjet.com,easyjet.com,,1,,,,,
humana.com,humana.com,,1,,,,,
tjx.com,tjmaxx.tjx.com;m.tjmaxx.tjx.com/*,,1,,,,,
huntington.com,huntington.com,,1,,,,,
zaobao.com,zaobao.com,,1,,,,,
publix.com,publix.com,,1,,,,,
fotolia.com,fotolia.com,,1,,,,,
mtb.com,mtb.com,,1,,,,,
gymboree.com,gymboree.com,,1,,,,,
banamex.com.mx,banamex.com.mx,,1,,,,,
tesco.com,giftcards.tesco.com,,1,,,,,
motorola.com,motorola.com,,1,,,,,
mycokerewards.com,mycokerewards.com,,1,,,,,
jamieoliver.com,jamieoliver.com,,1,,,,,
nzz.ch,nzz.ch,,1,,,,,
marieclaire.com,marieclaire.com,,1,,,,,
baltimoresun.com,baltimoresun.com,,1,,,,,
seattlepi.com,seattlepi.com,,1,,,,,
sky.it,sky.it,,1,,,,,
equifax.com,equifax.com,,1,,,,,
tdcanadatrust.com,tdcanadatrust.com,,1,,,,,
paypal.de,paypal.de,,1,,,,,
rbc.com,rbc.com,,1,,,,,
nikonusa.com,nikonusa.com,,1,,,,,
shoplocal.com,publix.shoplocal.com/*,,1,,,,,
fossil.com,fossil.com,,1,,,,,
nadaguides.com,nadaguides.com,,1,,,,,
lanebryant.com,lanebryant.com,,1,,,,,
onenote.com,onenote.com,,1,,,,,
msdn.com,msdn.com,,1,,,,,
intuit-gopayment.com,intuit-gopayment.com,,1,,,,,
minecraft.net,minecraft.net,,1,,,,,
brownells.com,brownells.com,,1,,,,,
sun-sentinel.com,sun-sentinel.com,,1,,,,,
citizensbank.com,citizensbank.com,,1,,,,,
intuitfullservicepayroll.com,intuitfullservicepayroll.com,,1,,,,,
cdw.com,cdw.com,,1,,,,,
orlandosentinel.com,orlandosentinel.com,,1,,,,,
cartoonnetwork.com,cartoonnetwork.com,,1,,,,,
roadandtrack.com,roadandtrack.com,,1,,,,,
verizon.net,verizon.net,,1,,,,,
seventeen.com,seventeen.com,,1,,,,,
military.com,military.com,,1,,,,,
twcc.com,twcc.com,,1,,,,,
citicards.com,citicards.com,,1,,,,,
momondo.com,momondo.com,,1,,,,,
housebeautiful.com,housebeautiful.com,,1,,,,,
libertymutual.com,libertymutual.com,,1,,,,,
ramada.com,ramada.com,,1,,,,,
cheapflights.com,cheapflights.com,,1,,,,,
beenverified.com,beenverified.com,,1,,,,,
womansday.com,womansday.com,,1,,,,,
northlandsnewscenter.com,northlandsnewscenter.com,,1,,,,,
rue21.com,rue21.com,,1,,,,,
digitalspy.co.uk,digitalspy.co.uk,,1,,,,,
mlbshop.com,mlbshop.com,,1,,,,,
moneysupermarket.com,moneysupermarket.com,,1,,,,,
quill.com,quill.com,,1,,,,,
subaru.com,subaru.com,,1,,,,,
johnlewis.com,johnlewis.com,,1,,,,,
daysinn.com,daysinn.com,,1,,,,,
tiaa-cref.org,tiaa-cref.org,,1,,,,,
experiandirect.com,experiandirect.com,,1,,,,,
bringyourchallenges.com,bringyourchallenges.com/*,,1,,,,,
williamhill.es,williamhill.es,,1,,,,,
lifewiseor.com,lifewiseor.com,,1,,,,,
charterone.com,charterone.com,,1,,,,,
adultswim.com,adultswim.com,,1,,,,,
hrdepartment.com,hrdepartment.com,,1,,,,,
hcsc.net,retailweb.hcsc.net,,1,,,,,
shopjustice.com,shopjustice.com,,1,,,,,
lexus.com,lexus.com,,1,,,,,
travelodge.com,travelodge.com,,1,,,,,
prudential.com,prudential.com,,1,,,,,
zales.com,zales.com,,1,,,,,
accountonline.com,accountonline.com,,1,,,,,
williamhill.com,williamhill.com,,1,,,,,
vzw.com,vzw.com,,1,,,,,
rs-online.com,rs-online.com,,1,,,,,
sbs.com.au,sbs.com.au,,1,,,,,
mayoclinic.com,mayoclinic.com,,1,,,,,
dollargeneral.com,dollargeneral.com,,1,,,,,
nationwide.com,nationwide.com,,1,,,,,
microsoftstore.com.cn,microsoftstore.com.cn,,1,,,,,
tcm.com,tcm.com,,1,,,,,
pcfinancial.ca,pcfinancial.ca,,1,,,,,
sfchronicle.com,sfchronicle.com,,1,,,,,
hojo.com,hojo.com,,1,,,,,
clarksusa.com,clarksusa.com,,1,,,,,
straitstimes.com,straitstimes.com,,1,,,,,
kauppalehti.fi,kauppalehti.fi,,1,,,,,
iltalehti.fi,iltalehti.fi,,1,,,,,
gnc.com,gnc.com,,1,,,,,
vita.mn,vita.mn,,1,,,,,
telus.com,telus.com,,1,,,,,
xoom.com,xoom.com,,1,,,,,
brooksbrothers.com,brooksbrothers.com,,1,,,,,
corbisimages.com,corbisimages.com,,1,,,,,
sandiegouniontribune.com,sandiegouniontribune.com,,1,,,,,
paypal.me,paypal.me,,1,,,,,
courant.com,courant.com,,1,,,,,
sfsu.edu,morrison.sfsu.edu,,1,,,,,
bluebird.com,bluebird.com,,1,,,,,
